panel,gender,x_position,system,system_display,label,pearson_r,baseline_pearson_r,pearson_r_improvement,score_pvalue,wilcox_pvalue,wilcox_pvalue_fdr,n_seeds,n_subjects,description
a,male,6,nightingale,Nightingale,L_HDL_L,0.4700319782617647,0.4006642058954659,0.0693677723662987,6.585649143285765e-46,3.0517578125e-05,0.000121701605701,15,809,"Large HDL particle size - measures the concentration or size distribution of large high-density lipoprotein particles, which are considered protective against cardiovascular disease"
a,male,6,nightingale,Nightingale,L_HDL_P,0.4664894562161205,0.4056623688790966,0.0608270873370238,9.562849920974657e-46,3.0517578125e-05,0.000121701605701,15,809,"HDL particle number - measures the total number of high-density lipoprotein particles, a key cardiovascular risk marker"
a,male,6,nightingale,Nightingale,L_HDL_PL,0.4525561699254642,0.3831052226724237,0.0694509472530405,8.343694775150848e-43,3.0517578125e-05,0.000121701605701,15,809,"HDL phospholipid content - measures the concentration of phospholipids within HDL particles, reflecting lipoprotein composition"
a,male,6,nightingale,Nightingale,L_LDL_C,0.1254267800405339,0.088017607754734,0.0374091722857998,0.0010894153527397,3.0517578125e-05,0.000121701605701,15,809,"Large LDL cholesterol - measures the concentration of cholesterol in large low-density lipoprotein particles, associated with less atherogenic risk than small dense LDL"
a,male,6,nightingale,Nightingale,L_LDL_CE,0.1410173881932411,0.0971796548542705,0.0438377333389705,0.0001670934035079,3.0517578125e-05,0.000121701605701,15,809,"Large LDL cholesterol ester - measures the concentration of cholesteryl ester, the storage form of cholesterol, within large LDL particles"
a,male,6,nightingale,Nightingale,L_LDL_FC,0.1026659307692979,0.0672070942768477,0.0354588364924502,0.008479166637039,6.103515625e-05,0.0002186159060674,15,809,Large LDL free cholesterol - measures the concentration of unesterified cholesterol within large LDL particles
a,male,6,nightingale,Nightingale,L_LDL_L,0.1347700761785406,0.0957077622087931,0.0390623139697475,0.0005737324436012,0.000152587890625,0.0005099335192148,15,809,Large LDL particle size or concentration - measures the concentration or size characteristics of large low-density lipoprotein particles
a,male,6,nightingale,Nightingale,L_LDL_PL,0.1450320027778596,0.1000481791056282,0.0449838236722313,0.0001251485516303,3.0517578125e-05,0.000121701605701,15,809,"LDL phospholipid content - measures the concentration of phospholipids within LDL particles, reflecting lipoprotein composition"
a,male,6,nightingale,Nightingale,L_LDL_TG,0.2975425702943968,0.2719530327035035,0.0255895375908932,4.418769468010418e-17,3.0517578125e-05,0.000121701605701,15,809,"LDL triglyceride content - measures the concentration of triglycerides within LDL particles, a component of lipoprotein lipid composition"
a,male,6,nightingale,Nightingale,L_VLDL_C,0.4056222581911626,0.3367492790658299,0.0688729791253326,2.5643906621844028e-33,3.0517578125e-05,0.000121701605701,15,809,"VLDL cholesterol - measures the concentration of cholesterol within very low-density lipoprotein particles, which transport triglycerides and cholesterol"
a,male,6,nightingale,Nightingale,L_VLDL_CE,0.3810494138181674,0.3128900489283277,0.0681593648898397,2.662524681814243e-29,3.0517578125e-05,0.000121701605701,15,809,"VLDL cholesterol ester - measures the concentration of cholesteryl ester, the storage form of cholesterol, within VLDL particles"
a,male,6,nightingale,Nightingale,L_VLDL_FC,0.4227542273044821,0.3618137657069517,0.0609404615975304,1.5908603786783094e-36,3.0517578125e-05,0.000121701605701,15,809,VLDL free cholesterol - measures the concentration of unesterified cholesterol within very low-density lipoprotein particles
a,male,6,nightingale,Nightingale,L_VLDL_L,0.412350072687438,0.3666444971268474,0.0457055755605906,1.2006595805793098e-32,3.0517578125e-05,0.000121701605701,15,809,Large VLDL particle size or concentration - measures the concentration or size characteristics of very low-density lipoprotein particles
a,male,6,nightingale,Nightingale,L_VLDL_P,0.395984501776292,0.3593041588961466,0.0366803428801454,4.000549802297421e-32,3.0517578125e-05,0.000121701605701,15,809,"Very Low-Density Lipoprotein particle concentration - measures the number of VLDL particles in blood, a lipoprotein class that carries triglycerides and cholesterol"
a,male,6,nightingale,Nightingale,L_VLDL_PL,0.4203395235738748,0.3654538453698652,0.0548856782040095,1.7686192578502868e-35,3.0517578125e-05,0.000121701605701,15,809,Very Low-Density Lipoprotein phospholipid content - measures the phospholipid concentration within VLDL particles
a,male,6,nightingale,Nightingale,L_VLDL_TG,0.4078112435903607,0.3727207310531343,0.0350905125372263,1.1344231035169845e-33,3.0517578125e-05,0.000121701605701,15,809,Very Low-Density Lipoprotein triglyceride content - measures the triglyceride concentration within VLDL particles
a,male,6,nightingale,Nightingale,MUFA,0.305102076111926,0.2940544559195688,0.0110476201923571,1.2426890515245816e-16,0.0206298828125,0.0514368548218695,15,807,Monounsaturated Fatty Acid biomarker - measures plasma phospholipid or blood levels of monounsaturated fatty acids
a,male,6,nightingale,Nightingale,M_HDL_C,0.2843036104215856,0.2499870503427393,0.0343165600788463,2.779510609788177e-16,3.0517578125e-05,0.000121701605701,15,809,Medium High-Density Lipoprotein cholesterol content - measures the cholesterol concentration within medium-sized HDL particles
a,male,6,nightingale,Nightingale,M_HDL_CE,0.288691812555105,0.2547552127557528,0.0339365997993522,2.55471189194073e-16,3.0517578125e-05,0.000121701605701,15,809,Medium High-Density Lipoprotein cholesteryl ester content - measures the cholesteryl ester concentration within medium HDL particles
a,male,6,nightingale,Nightingale,M_HDL_FC,0.2519596121930314,0.224767742665246,0.0271918695277853,7.41066531103941e-13,3.0517578125e-05,0.000121701605701,15,809,Medium High-Density Lipoprotein free cholesterol content - measures the free (non-esterified) cholesterol concentration within medium HDL particles
a,male,6,nightingale,Nightingale,M_HDL_L,0.2167728575954987,0.1923644297071751,0.0244084278883235,1.098997800204225e-09,3.0517578125e-05,0.000121701605701,15,809,Medium High-Density Lipoprotein total lipid content - measures the total lipid concentration within medium-sized HDL particles
a,male,6,nightingale,Nightingale,M_HDL_P,0.2563605019285286,0.2232294978481812,0.0331310040803474,1.0349179858832769e-13,3.0517578125e-05,0.000121701605701,15,809,Medium High-Density Lipoprotein particle concentration - measures the number of medium-sized HDL particles in blood
a,male,6,nightingale,Nightingale,M_HDL_PL,0.1766571090947817,0.1595609021558372,0.0170962069389445,8.611812372003405e-07,6.103515625e-05,0.0002186159060674,15,809,Medium High-Density Lipoprotein phospholipid content - measures the phospholipid concentration within medium HDL particles
a,male,6,nightingale,Nightingale,M_LDL_C,0.2685535712497857,0.185767948803525,0.0827856224462606,1.3891483735015578e-13,3.0517578125e-05,0.000121701605701,15,809,Medium Low-Density Lipoprotein cholesterol content - measures the cholesterol concentration within medium-sized LDL particles
a,male,6,nightingale,Nightingale,M_LDL_CE,0.3004371729505041,0.2172532963192233,0.0831838766312807,3.4550738031319135e-18,3.0517578125e-05,0.000121701605701,15,809,Medium Low-Density Lipoprotein cholesteryl ester content - measures the cholesteryl ester concentration within medium LDL particles
a,male,6,nightingale,Nightingale,M_LDL_FC,0.1540086795159544,0.1058320717593753,0.0481766077565791,2.6936223691763837e-05,3.0517578125e-05,0.000121701605701,15,809,Free cholesterol content in medium-density LDL particles; a lipoprotein subfraction component measured as a proportion or concentration
a,male,6,nightingale,Nightingale,M_LDL_L,0.2670587631126976,0.1924800717286174,0.0745786913840801,2.0575859902334444e-14,3.0517578125e-05,0.000121701605701,15,809,Lipid content in medium-density LDL particles; represents the proportion of lipids in this lipoprotein subfraction
a,male,6,nightingale,Nightingale,M_LDL_PL,0.249594042466744,0.1822043124786685,0.0673897299880754,2.46418418735466e-12,3.0517578125e-05,0.000121701605701,15,809,Phospholipid content in medium-density LDL particles; proportion of phospholipids in LDL subfraction
a,male,6,nightingale,Nightingale,M_LDL_TG,0.3677665829555194,0.3260847730287887,0.0416818099267306,6.627945423077538e-27,3.0517578125e-05,0.000121701605701,15,809,Triglyceride content in medium-density LDL particles; measures triglyceride proportion within LDL subfraction
a,male,6,nightingale,Nightingale,M_VLDL_C,0.1595375256692132,0.1212739595171259,0.0382635661520872,1.120857038855652e-05,3.0517578125e-05,0.000121701605701,15,809,Total cholesterol content in medium-density VLDL particles; a biomarker for cardiovascular and metabolic risk
a,male,6,nightingale,Nightingale,M_VLDL_CE,0.1273242238961166,0.0968239019886695,0.0305003219074471,0.0003130604057372,3.0517578125e-05,0.000121701605701,15,809,Cholesterol ester content in medium-density VLDL particles; esterified cholesterol proportion in VLDL
a,male,6,nightingale,Nightingale,M_VLDL_FC,0.25172494223605,0.2016716768606993,0.0500532653753506,5.999668194402689e-13,3.0517578125e-05,0.000121701605701,15,809,Free cholesterol content in medium-density VLDL particles; mediating biomarker in air pollution-dementia relationship
a,male,6,nightingale,Nightingale,M_VLDL_L,0.3448380830982577,0.277384469296391,0.0674536138018667,6.62583077274771e-24,3.0517578125e-05,0.000121701605701,15,809,Lipid content in medium-density VLDL particles; total lipid proportion in VLDL subfraction
a,male,6,nightingale,Nightingale,M_VLDL_PL,0.2933264510933819,0.2245955094459545,0.0687309416474273,1.764365595860823e-16,3.0517578125e-05,0.000121701605701,15,809,Phospholipid content in medium-density VLDL particles; proportion of phospholipids in VLDL subfraction
a,male,6,nightingale,Nightingale,M_VLDL_TG,0.4112605145678533,0.3626031653645952,0.048657349203258,1.9558422415418554e-34,3.0517578125e-05,0.000121701605701,15,809,Triglyceride content in medium-density VLDL particles; triglyceride proportion in VLDL subfraction
a,male,6,nightingale,Nightingale,Omega_6,0.2199751823773669,0.1719814732253183,0.0479937091520485,2.8822536086924503e-08,3.0517578125e-05,0.000121701605701,15,807,Omega-6 polyunsaturated fatty acid biomarker; PUFA concentration related to metabolic and inflammatory status
a,male,6,nightingale,Nightingale,PUFA,0.2232189398431535,0.1893395644824108,0.0338793753607426,3.035692218436101e-09,0.00042724609375,0.0013170351927307,15,807,Total polyunsaturated fatty acid biomarker; combined concentration of omega-3 and omega-6 PUFA
a,male,6,nightingale,Nightingale,Phe,0.2214613658881663,0.1702717663343867,0.0511895995537795,2.7083033174012363e-10,3.0517578125e-05,0.000121701605701,15,810,"Phenylalanine - an amino acid measured in blood/plasma, used as a biomarker for metabolic disorders and phenylketonuria (PKU)"
a,male,6,nightingale,Nightingale,Phosphatidylc,0.1025888697800237,0.0936726364394966,0.008916233340527,0.0100359836566586,0.010772705078125,0.0279985932708869,15,807,"Phosphatidylcholine - a major phospholipid component of cell membranes and lipoproteins, measured as a lipid biomarker in blood"
a,male,6,nightingale,Nightingale,Phosphoglyc,0.1030094940692492,0.0875910509252944,0.0154184431439547,0.0113996182268191,0.01507568359375,0.0384371707075349,15,807,Phosphoglycerides/Phospholipids - structural lipid components measured in serum as part of lipid profiling and metabolic assessment
a,male,6,nightingale,Nightingale,Remnant_C,0.1456347869824119,0.119391588687149,0.0262431982952629,4.631826811921993e-05,0.000213623046875,0.0006897340061253,15,809,"Remnant Cholesterol - cholesterol carried by remnant lipoproteins (VLDL, IDL remnants), a cardiovascular risk biomarker"
a,male,6,nightingale,Nightingale,S_HDL_C,0.1493088502832454,0.0788462112791271,0.0704626390041183,0.0001415205585539,3.0517578125e-05,0.000121701605701,15,809,"Small HDL Cholesterol - cholesterol content in small high-density lipoprotein particles, a protective lipoprotein subfraction biomarker"
a,male,6,nightingale,Nightingale,S_HDL_CE,0.1510123702848926,0.0846880123955189,0.0663243578893736,4.476398414890364e-05,3.0517578125e-05,0.000121701605701,15,809,"Small HDL Cholesteryl Ester - cholesteryl ester content in small HDL particles, a lipid composition biomarker"
a,male,6,nightingale,Nightingale,S_HDL_FC,0.1323259646351172,0.0912253893119006,0.0411005753232165,0.0002946624119697,3.0517578125e-05,0.000121701605701,15,809,"Small HDL Free Cholesterol - free cholesterol content in small HDL particles, a lipoprotein composition biomarker"
a,male,6,nightingale,Nightingale,S_HDL_L,0.1871390187622384,0.15855947955113,0.0285795392111084,5.481890785140068e-07,6.103515625e-05,0.0002186159060674,15,809,"Small HDL Lipids - total lipid content in small HDL particles, reflecting lipoprotein particle composition"
a,male,6,nightingale,Nightingale,S_HDL_P,0.1846156297231893,0.1246602727185788,0.0599553570046105,2.271498035259216e-07,3.0517578125e-05,0.000121701605701,15,809,"Small HDL Particles - number or concentration of small HDL particles, a lipoprotein particle count biomarker"
a,male,6,nightingale,Nightingale,S_HDL_TG,0.4328769167102372,0.3894697166079418,0.0434072001022954,7.980582097103146e-38,3.0517578125e-05,0.000121701605701,15,809,"Small HDL Triglycerides - triglyceride content in small HDL particles, reflecting lipoprotein lipid composition"
a,male,6,nightingale,Nightingale,S_LDL_C,0.231254300611083,0.1764623388892826,0.0547919617218004,2.5834523572367867e-10,3.0517578125e-05,0.000121701605701,15,809,"Small LDL Cholesterol - cholesterol content in small dense LDL particles, a cardiovascular risk biomarker for atherosclerotic disease"
a,male,6,nightingale,Nightingale,S_LDL_CE,0.2680730420180592,0.2110279584257589,0.0570450835923003,1.5560890020019428e-14,3.0517578125e-05,0.000121701605701,15,809,"Small LDL Cholesteryl Ester - cholesteryl ester content in small LDL particles, a lipid composition biomarker"
a,male,6,nightingale,Nightingale,S_LDL_FC,0.1327421413606893,0.0831522729670305,0.0495898683936588,0.0006402689794146,3.0517578125e-05,0.000121701605701,15,809,"Free cholesterol concentration in small LDL particles, measured as a proportion of total LDL composition"
a,male,6,nightingale,Nightingale,S_LDL_L,0.2286186863338281,0.1748140864906231,0.0538045998432049,3.043838957621019e-10,3.0517578125e-05,0.000121701605701,15,809,"Lipid content in small LDL particles, representing the proportion of lipids in small LDL subfractions"
