system,label,score_type,score,delta,is_better,is_significant,model,sub_model,baseline_model,baseline_score,gender,label_type,description,score_pvalue,wilcox_pvalue,n_seeds,n_subjects,n_positive,wilcox_pvalue_fdr
ASBV_Prediction,bmi,pearson_r,0.7126463952811892,0.6015154395307546,True,1.0,lower_body9,activity_self_selected_gait_speed,Gender_Height,0.11113095575043466,female,regression,Body Mass Index (weight/height^2),1.6208258734669966e-257,0.0009765625,10,3256,,0.0009765625
ASBV_Prediction,total_scan_vat_area,pearson_r,0.5804836173152912,0.5866358784647927,True,1.0,lower_body9,activity_self_selected_gait_speed,Gender_Height,-0.00615226114950152,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",3.6125856745565445e-134,0.0009765625,10,3164,,0.0009765625
ASBV_Prediction,total_scan_vat_area,pearson_r,0.6205562476192605,0.5660856060439973,True,1.0,lower_body9,activity_self_selected_gait_speed,Gender_Height,0.054470641575263226,female,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",2.3946042364125956e-168,0.0009765625,10,3164,,0.0009765625
ASBV_Prediction,bmi,pearson_r,0.6983944033866899,0.5577800313509114,True,1.0,lower_body9,activity_self_selected_gait_speed,Gender_Height,0.1406143720357786,all,regression,Body Mass Index (weight/height^2),0.0,0.0009765625,10,3256,,0.0009765625
ASBV_Prediction,age,pearson_r,0.4761860853843206,0.35759646942179285,True,1.0,lower_body9,activity_self_selected_gait_speed,Gender_Height,0.11858961596252778,male,regression,Age of subject at time of measurement in years,4.355946419953053e-89,0.0009765625,10,3257,,0.0009765625
ASBV_Prediction,total_scan_vat_area,pearson_r,0.6421700122777438,0.33269723774150883,True,1.0,lower_body9,activity_self_selected_gait_speed,Gender_Height,0.309472774536235,all,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,0.0009765625,10,3164,,0.0009765625
ASBV_Prediction,age,pearson_r,0.45885783498900323,0.3147882210296364,True,1.0,lower_body9,activity_self_selected_gait_speed,Gender_Height,0.14406961395936685,all,regression,Age of subject at time of measurement in years,2.3276237594245242e-166,0.0009765625,10,3257,,0.0009765625
ASBV_Prediction,age,pearson_r,0.4435846098332246,0.2897070157941115,True,1.0,lower_body9,activity_self_selected_gait_speed,Gender_Height,0.1538775940391131,female,regression,Age of subject at time of measurement in years,2.387815216398823e-79,0.0009765625,10,3257,,0.0009765625
ASBV_Prediction,gender,auc,0.9742227521772598,0.04715016177773845,True,1.0,lower_body9,activity_self_selected_gait_speed,Gender_Height,0.9270725903995214,all,categorical,"Gender of subject (1=male, 2=female)",,0.0009765625,10,3257,1585.0,0.0009765625
ASBV_Prediction,total_scan_vat_area,pearson_r,0.6294139959031388,0.5749433543278756,True,1.0,lower_body9,activity_sit_to_stand,Gender_Height,0.054470641575263226,female,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",2.9740209381821453e-179,0.0009765625,10,3296,,0.0009765625
ASBV_Prediction,bmi,pearson_r,0.6572944019430335,0.5461634461925988,True,1.0,lower_body9,activity_sit_to_stand,Gender_Height,0.11113095575043466,female,regression,Body Mass Index (weight/height^2),7.351519865768038e-215,0.0009765625,10,3395,,0.0009765625
ASBV_Prediction,bmi,pearson_r,0.5990527905185752,0.5420995584480648,True,1.0,lower_body9,activity_sit_to_stand,Gender_Height,0.056953232070510354,male,regression,Body Mass Index (weight/height^2),2.6271240159097485e-159,0.0009765625,10,3395,,0.0009765625
ASBV_Prediction,total_scan_vat_area,pearson_r,0.5292291346306838,0.5353813957801853,True,1.0,lower_body9,activity_sit_to_stand,Gender_Height,-0.00615226114950152,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",7.11603123457298e-111,0.0009765625,10,3296,,0.0009765625
ASBV_Prediction,bmi,pearson_r,0.6380173372244965,0.4974029651887179,True,1.0,lower_body9,activity_sit_to_stand,Gender_Height,0.1406143720357786,all,regression,Body Mass Index (weight/height^2),0.0,0.0009765625,10,3395,,0.0009765625
ASBV_Prediction,total_scan_vat_area,pearson_r,0.6194035178095285,0.3099307432732935,True,1.0,lower_body9,activity_sit_to_stand,Gender_Height,0.309472774536235,all,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,0.0009765625,10,3296,,0.0009765625
ASBV_Prediction,age,pearson_r,0.22780260652225795,0.10921299055973017,True,1.0,lower_body9,activity_sit_to_stand,Gender_Height,0.11858961596252778,male,regression,Age of subject at time of measurement in years,1.6739023844208443e-19,0.0009765625,10,3396,,0.0009765625
ASBV_Prediction,age,pearson_r,0.2323831807909178,0.08831356683155095,True,1.0,lower_body9,activity_sit_to_stand,Gender_Height,0.14406961395936685,all,regression,Age of subject at time of measurement in years,1.508034941733476e-41,0.0009765625,10,3396,,0.0009765625
ASBV_Prediction,age,pearson_r,0.23778032479843433,0.08390273075932123,True,1.0,lower_body9,activity_sit_to_stand,Gender_Height,0.1538775940391131,female,regression,Age of subject at time of measurement in years,3.33463405905632e-23,0.0009765625,10,3396,,0.0009765625
ASBV_Prediction,gender,auc,0.9731874034818739,0.046114813082352546,True,1.0,lower_body9,activity_sit_to_stand,Gender_Height,0.9270725903995214,all,categorical,"Gender of subject (1=male, 2=female)",,0.0009765625,10,3396,1644.0,0.0009765625
ASBV_Prediction,total_scan_vat_area,pearson_r,0.6217353190166215,0.627887580166123,True,1.0,lower_body9,activity_stationary_walk,Gender_Height,-0.00615226114950152,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",7.102637686387805e-170,0.0009765625,10,3295,,0.0009765625
ASBV_Prediction,total_scan_vat_area,pearson_r,0.6702618123744627,0.6157911707991994,True,1.0,lower_body9,activity_stationary_walk,Gender_Height,0.054470641575263226,female,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",7.54487389832732e-210,0.0009765625,10,3295,,0.0009765625
ASBV_Prediction,bmi,pearson_r,0.7114495923475952,0.6003186365971606,True,1.0,lower_body9,activity_stationary_walk,Gender_Height,0.11113095575043466,female,regression,Body Mass Index (weight/height^2),9.682114147366536e-268,0.0009765625,10,3394,,0.0009765625
ASBV_Prediction,bmi,pearson_r,0.6286623351825252,0.5717091031120148,True,1.0,lower_body9,activity_stationary_walk,Gender_Height,0.056953232070510354,male,regression,Body Mass Index (weight/height^2),1.447481233019318e-180,0.0009765625,10,3394,,0.0009765625
ASBV_Prediction,bmi,pearson_r,0.6841025380184174,0.5434881659826387,True,1.0,lower_body9,activity_stationary_walk,Gender_Height,0.1406143720357786,all,regression,Body Mass Index (weight/height^2),0.0,0.0009765625,10,3394,,0.0009765625
ASBV_Prediction,total_scan_vat_area,pearson_r,0.6806836251929808,0.37121085065674575,True,1.0,lower_body9,activity_stationary_walk,Gender_Height,0.309472774536235,all,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,0.0009765625,10,3295,,0.0009765625
ASBV_Prediction,age,pearson_r,0.3501847656425645,0.23159514968003675,True,1.0,lower_body9,activity_stationary_walk,Gender_Height,0.11858961596252778,male,regression,Age of subject at time of measurement in years,3.2035154448552004e-48,0.0009765625,10,3395,,0.0009765625
ASBV_Prediction,age,pearson_r,0.35167299937246393,0.20760338541309709,True,1.0,lower_body9,activity_stationary_walk,Gender_Height,0.14406961395936685,all,regression,Age of subject at time of measurement in years,3.6223530242748934e-96,0.0009765625,10,3395,,0.0009765625
ASBV_Prediction,age,pearson_r,0.35173003663817204,0.19785244259905893,True,1.0,lower_body9,activity_stationary_walk,Gender_Height,0.1538775940391131,female,regression,Age of subject at time of measurement in years,3.392260523174681e-49,0.0009765625,10,3395,,0.0009765625
ASBV_Prediction,gender,auc,0.9818740498642364,0.05480145946471504,True,1.0,lower_body9,activity_stationary_walk,Gender_Height,0.9270725903995214,all,categorical,"Gender of subject (1=male, 2=female)",,0.0009765625,10,3395,1643.0,0.0009765625
ASBV_Prediction,bmi,pearson_r,0.6696574549581839,0.6127042228876735,True,1.0,lower_body9,activity_tm_3kmh,Gender_Height,0.056953232070510354,male,regression,Body Mass Index (weight/height^2),1.5126722576515597e-202,0.0009765625,10,3188,,0.0009765625
ASBV_Prediction,bmi,pearson_r,0.7218340218310878,0.6107030660806532,True,1.0,lower_body9,activity_tm_3kmh,Gender_Height,0.11113095575043466,female,regression,Body Mass Index (weight/height^2),3.593935935551507e-259,0.0009765625,10,3188,,0.0009765625
ASBV_Prediction,total_scan_vat_area,pearson_r,0.5976016523237021,0.6037539134732036,True,1.0,lower_body9,activity_tm_3kmh,Gender_Height,-0.00615226114950152,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",1.9521259306255585e-147,0.0009765625,10,3101,,0.0009765625
ASBV_Prediction,bmi,pearson_r,0.707010986797204,0.5663966147614254,True,1.0,lower_body9,activity_tm_3kmh,Gender_Height,0.1406143720357786,all,regression,Body Mass Index (weight/height^2),0.0,0.0009765625,10,3188,,0.0009765625
ASBV_Prediction,total_scan_vat_area,pearson_r,0.6162142393889333,0.56174359781367,True,1.0,lower_body9,activity_tm_3kmh,Gender_Height,0.054470641575263226,female,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",1.0211686114880708e-159,0.0009765625,10,3101,,0.0009765625
ASBV_Prediction,age,pearson_r,0.4970581771525316,0.3784685611900038,True,1.0,lower_body9,activity_tm_3kmh,Gender_Height,0.11858961596252778,male,regression,Age of subject at time of measurement in years,4.45890911390266e-96,0.0009765625,10,3189,,0.0009765625
ASBV_Prediction,total_scan_vat_area,pearson_r,0.6509291147152465,0.3414563401790115,True,1.0,lower_body9,activity_tm_3kmh,Gender_Height,0.309472774536235,all,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,0.0009765625,10,3101,,0.0009765625
ASBV_Prediction,age,pearson_r,0.47337150050176274,0.3293018865423959,True,1.0,lower_body9,activity_tm_3kmh,Gender_Height,0.14406961395936685,all,regression,Age of subject at time of measurement in years,2.2633123047981707e-174,0.0009765625,10,3189,,0.0009765625
ASBV_Prediction,age,pearson_r,0.4552571270612017,0.3013795330220886,True,1.0,lower_body9,activity_tm_3kmh,Gender_Height,0.1538775940391131,female,regression,Age of subject at time of measurement in years,1.160570756566286e-82,0.0009765625,10,3189,,0.0009765625
ASBV_Prediction,gender,auc,0.9773980061959167,0.05032541579639527,True,1.0,lower_body9,activity_tm_3kmh,Gender_Height,0.9270725903995214,all,categorical,"Gender of subject (1=male, 2=female)",,0.0009765625,10,3189,1567.0,0.0009765625
ASBV_Prediction,bmi,pearson_r,0.7306638413386082,0.6737106092680978,True,1.0,lower_body9,ensemble,Gender_Height,0.056953232070510354,male,regression,Body Mass Index (weight/height^2),7.262085044943989e-274,0.0009765625,10,3404,,0.0009765625
ASBV_Prediction,total_scan_vat_area,pearson_r,0.6634436051942285,0.66959586634373,True,1.0,lower_body9,ensemble,Gender_Height,-0.00615226114950152,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",1.9691702990860817e-202,0.0009765625,10,3305,,0.0009765625
ASBV_Prediction,bmi,pearson_r,0.7752403284092024,0.6641093726587678,True,1.0,lower_body9,ensemble,Gender_Height,0.11113095575043466,female,regression,Body Mass Index (weight/height^2),0.0,0.0009765625,10,3404,,0.0009765625
ASBV_Prediction,total_scan_vat_area,pearson_r,0.6924681704412695,0.6379975288660062,True,1.0,lower_body9,ensemble,Gender_Height,0.054470641575263226,female,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",4.3981411607782604e-238,0.0009765625,10,3305,,0.0009765625
ASBV_Prediction,bmi,pearson_r,0.7614600329073756,0.6208456608715971,True,1.0,lower_body9,ensemble,Gender_Height,0.1406143720357786,all,regression,Body Mass Index (weight/height^2),0.0,0.0009765625,10,3404,,0.0009765625
ASBV_Prediction,total_scan_vat_area,pearson_r,0.7083585897585968,0.3988858152223618,True,1.0,lower_body9,ensemble,Gender_Height,0.309472774536235,all,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,0.0009765625,10,3305,,0.0009765625
ASBV_Prediction,age,pearson_r,0.5084585233959884,0.38986890743346064,True,1.0,lower_body9,ensemble,Gender_Height,0.11858961596252778,male,regression,Age of subject at time of measurement in years,8.206558879109783e-107,0.0009765625,10,3405,,0.0009765625
ASBV_Prediction,age,pearson_r,0.49086425024380065,0.3467946362844338,True,1.0,lower_body9,ensemble,Gender_Height,0.14406961395936685,all,regression,Age of subject at time of measurement in years,2.485237345457338e-203,0.0009765625,10,3405,,0.0009765625
ASBV_Prediction,age,pearson_r,0.47709117028193726,0.32321357624282415,True,1.0,lower_body9,ensemble,Gender_Height,0.1538775940391131,female,regression,Age of subject at time of measurement in years,1.6227146752461755e-99,0.0009765625,10,3405,,0.0009765625
ASBV_Prediction,gender,auc,0.9855066497105321,0.058434059311010755,True,1.0,lower_body9,ensemble,Gender_Height,0.9270725903995214,all,categorical,"Gender of subject (1=male, 2=female)",,0.0009765625,10,3405,1646.0,0.0009765625
ASBV_Prediction,bmi,pearson_r,0.6908485700372221,0.5797176142867875,True,1.0,lower_body9,lower_body9_main,Gender_Height,0.11113095575043466,female,regression,Body Mass Index (weight/height^2),0.0,0.0009765625,10,3327,,0.0009765625
ASBV_Prediction,total_scan_vat_area,pearson_r,0.5675532777085117,0.5737055388580132,True,1.0,lower_body9,lower_body9_main,Gender_Height,-0.00615226114950152,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,0.0009765625,10,3228,,0.0009765625
ASBV_Prediction,bmi,pearson_r,0.6240078059538251,0.5670545738833147,True,1.0,lower_body9,lower_body9_main,Gender_Height,0.056953232070510354,male,regression,Body Mass Index (weight/height^2),0.0,0.0009765625,10,3327,,0.0009765625
ASBV_Prediction,total_scan_vat_area,pearson_r,0.6128027213254849,0.5583320797502216,True,1.0,lower_body9,lower_body9_main,Gender_Height,0.054470641575263226,female,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,0.0009765625,10,3228,,0.0009765625
ASBV_Prediction,bmi,pearson_r,0.670430417443535,0.5298160454077565,True,1.0,lower_body9,lower_body9_main,Gender_Height,0.1406143720357786,all,regression,Body Mass Index (weight/height^2),0.0,0.0009765625,10,3327,,0.0009765625
ASBV_Prediction,total_scan_vat_area,pearson_r,0.6332964251184378,0.32382365058220275,True,1.0,lower_body9,lower_body9_main,Gender_Height,0.309472774536235,all,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,0.0009765625,10,3228,,0.0009765625
ASBV_Prediction,age,pearson_r,0.4007015626116429,0.28211194664911515,True,1.0,lower_body9,lower_body9_main,Gender_Height,0.11858961596252778,male,regression,Age of subject at time of measurement in years,0.0,0.0009765625,10,3328,,0.0009765625
ASBV_Prediction,age,pearson_r,0.39255204972070906,0.2484824357613422,True,1.0,lower_body9,lower_body9_main,Gender_Height,0.14406961395936685,all,regression,Age of subject at time of measurement in years,0.0,0.0009765625,10,3328,,0.0009765625
ASBV_Prediction,age,pearson_r,0.38386157253210307,0.22998397849298996,True,1.0,lower_body9,lower_body9_main,Gender_Height,0.1538775940391131,female,regression,Age of subject at time of measurement in years,0.0,0.0009765625,10,3328,,0.0009765625
ASBV_Prediction,gender,auc,0.972323617882215,0.045251027482693607,True,1.0,lower_body9,lower_body9_main,Gender_Height,0.9270725903995214,all,categorical,"Gender of subject (1=male, 2=female)",,0.0009765625,10,3328,19141.0,0.0009765625
