system,label,score_type,score,model,sub_model,delta,is_better,baseline_model,baseline_score,gender,label_type,description,score_pvalue,wilcox_pvalue,n_seeds,n_subjects,n_positive
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.7204643180578421,long_seq,activity_romberg_closed,,,,,female,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",1.6214041322773383e-232,,10,2960,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.7204006016751661,long_masked_legs,activity_romberg_closed,,,,,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",2.3943233120330932e-235,,10,2960,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.7195150872868922,long_seq,activity_romberg_closed,,,,,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",1.0312022329313955e-234,,10,2960,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.7152596599748281,long_masked_head,activity_romberg_closed,,,,,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",4.4077595180522706e-231,,10,2960,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.7135704064050706,long_masked_legs,activity_romberg_closed,,,,,female,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",3.576273812120214e-227,,10,2960,
age_gender_bmi_VAT,bmi,pearson_r,0.7124779116037969,long_masked_arms,activity_romberg_closed,,,,,female,regression,Body Mass Index (weight/height^2),2.9501792993119e-270,,10,3490,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.7100035611226821,long_masked_torso,activity_romberg_closed,,,,,female,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",2.0602487274786913e-224,,10,2960,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.7040168096289652,long_all_but_arms,activity_romberg_closed,,,,,female,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",2.7240775984197265e-216,,10,2960,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.7031836408230854,long_masked_torso,activity_romberg_closed,,,,,all,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,,10,2960,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.6994019378334282,long_all_but_arms,activity_romberg_closed,,,,,all,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,,10,2960,
age_gender_bmi_VAT,bmi,pearson_r,0.6790480203094162,long_masked_arms,activity_romberg_closed,,,,,all,regression,Body Mass Index (weight/height^2),0.0,,10,3490,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.6704179917125629,long_masked_arms,activity_romberg_closed,,,,,all,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,,10,2960,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.6703087561620225,long_masked_torso,activity_romberg_closed,,,,,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",8.85462413167164e-191,,10,2960,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.6572070615860977,long_all_but_arms,activity_romberg_closed,,,,,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",1.624213603827108e-182,,10,2960,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.6547178078384387,long_masked_arms,activity_romberg_closed,,,,,female,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",9.429354746235837e-180,,10,2960,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.6475288917166077,long_all_but_torso,activity_romberg_closed,,,,,all,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,,10,2960,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.6458501836942254,long_masked_arms,activity_romberg_closed,,,,,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",5.129192457790484e-173,,10,2960,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.6373886068209098,long_all_but_torso,activity_romberg_closed,,,,,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",2.8911494137394564e-167,,10,2960,
age_gender_bmi_VAT,bmi,pearson_r,0.6255889563178447,long_masked_arms,activity_romberg_closed,,,,,male,regression,Body Mass Index (weight/height^2),1.0346179522528923e-183,,10,3490,
age_gender_bmi_VAT,bmi,pearson_r,0.6130210415524159,long_all_but_legs,activity_romberg_closed,,,,,female,regression,Body Mass Index (weight/height^2),2.2905466562301024e-173,,10,3490,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.5977613997783434,long_all_but_torso,activity_romberg_closed,,,,,female,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",7.11057781716691e-133,,10,2960,
age_gender_bmi_VAT,bmi,pearson_r,0.5913600025754105,long_all_but_torso,activity_romberg_closed,,,,,all,regression,Body Mass Index (weight/height^2),3.628848922786585e-279,,10,3490,
age_gender_bmi_VAT,bmi,pearson_r,0.5883164522640892,long_all_but_torso,activity_romberg_closed,,,,,female,regression,Body Mass Index (weight/height^2),1.5104063361850964e-130,,10,3490,
age_gender_bmi_VAT,bmi,pearson_r,0.5857652924340064,long_all_but_torso,activity_romberg_closed,,,,,male,regression,Body Mass Index (weight/height^2),1.5487750961393382e-154,,10,3490,
age_gender_bmi_VAT,bmi,pearson_r,0.5827174539099433,long_all_but_head,activity_romberg_closed,,,,,female,regression,Body Mass Index (weight/height^2),4.001483663726277e-149,,10,3490,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.5807985800062723,long_all_but_legs,activity_romberg_closed,,,,,female,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",1.1733111207311922e-131,,10,2960,
age_gender_bmi_VAT,bmi,pearson_r,0.5749533321945532,long_all_but_legs,activity_romberg_closed,,,,,all,regression,Body Mass Index (weight/height^2),2.2928694960978953e-292,,10,3490,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.5671784122468075,long_all_but_head,activity_romberg_closed,,,,,all,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",1.8213751929944773e-247,,10,2960,
age_gender_bmi_VAT,bmi,pearson_r,0.552013664119003,long_all_but_head,activity_romberg_closed,,,,,all,regression,Body Mass Index (weight/height^2),1.5457161328927354e-264,,10,3490,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.5507943872849385,long_all_but_legs,activity_romberg_closed,,,,,all,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",2.972552242661405e-231,,10,2960,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.533665783732486,long_all_but_head,activity_romberg_closed,,,,,female,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",9.147802740486268e-108,,10,2960,
age_gender_bmi_VAT,bmi,pearson_r,0.5143367921222503,long_all_but_legs,activity_romberg_closed,,,,,male,regression,Body Mass Index (weight/height^2),3.973131611404302e-113,,10,3490,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.5061282060908713,long_all_but_head,activity_romberg_closed,,,,,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",4.2364936343489345e-95,,10,2960,
age_gender_bmi_VAT,bmi,pearson_r,0.4944950885234416,long_all_but_head,activity_romberg_closed,,,,,male,regression,Body Mass Index (weight/height^2),1.742066105372534e-104,,10,3490,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.44387949126184323,long_all_but_legs,activity_romberg_closed,,,,,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",8.843343540991887e-72,,10,2960,
age_gender_bmi_VAT,age,pearson_r,0.40362875971965684,long_masked_head,activity_romberg_closed,,,,,male,regression,Age of subject at time of measurement in years,7.913844450006183e-66,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.40322476099726245,long_all_but_arms,activity_romberg_closed,,,,,male,regression,Age of subject at time of measurement in years,3.5980079263178137e-65,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.39995496727855234,long_seq,activity_romberg_closed,,,,,female,regression,Age of subject at time of measurement in years,2.158831488051177e-67,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.3956631530940204,long_masked_torso,activity_romberg_closed,,,,,female,regression,Age of subject at time of measurement in years,4.732530262692199e-66,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.3956602038159095,long_masked_legs,activity_romberg_closed,,,,,male,regression,Age of subject at time of measurement in years,3.492660641813014e-62,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.39472337319306633,long_seq,activity_romberg_closed,,,,,all,regression,Age of subject at time of measurement in years,1.1725699566782544e-128,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.3938620269375283,long_masked_legs,activity_romberg_closed,,,,,all,regression,Age of subject at time of measurement in years,6.698147296788502e-127,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.390639806022386,long_masked_torso,activity_romberg_closed,,,,,all,regression,Age of subject at time of measurement in years,4.078404550780649e-124,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.39062566686361405,long_masked_legs,activity_romberg_closed,,,,,female,regression,Age of subject at time of measurement in years,2.2173900664411417e-64,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.38602385172650494,long_masked_head,activity_romberg_closed,,,,,all,regression,Age of subject at time of measurement in years,1.5046782024172107e-117,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.3856301671148719,long_all_but_arms,activity_romberg_closed,,,,,all,regression,Age of subject at time of measurement in years,2.673665662496737e-119,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.385505986426219,long_seq,activity_romberg_closed,,,,,male,regression,Age of subject at time of measurement in years,2.3966412286039293e-59,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.3813543513931446,long_masked_torso,activity_romberg_closed,,,,,male,regression,Age of subject at time of measurement in years,8.46932410482254e-59,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.3681544584220141,long_masked_head,activity_romberg_closed,,,,,female,regression,Age of subject at time of measurement in years,2.3164467945577595e-53,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.36664592178699384,long_all_but_arms,activity_romberg_closed,,,,,female,regression,Age of subject at time of measurement in years,2.7878439398280397e-55,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.26481356397500366,long_masked_arms,activity_romberg_closed,,,,,female,regression,Age of subject at time of measurement in years,1.1477283893422379e-26,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.2493485779780579,long_masked_arms,activity_romberg_closed,,,,,all,regression,Age of subject at time of measurement in years,3.236733125486961e-48,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.22422488747522987,long_masked_arms,activity_romberg_closed,,,,,male,regression,Age of subject at time of measurement in years,2.8265574587602824e-20,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.2231365080243206,long_all_but_torso,activity_romberg_closed,,,,,male,regression,Age of subject at time of measurement in years,1.9517490520574624e-19,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.206964265944378,long_all_but_head,activity_romberg_closed,,,,,female,regression,Age of subject at time of measurement in years,8.094925971243802e-17,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.20084292126278463,long_all_but_head,activity_romberg_closed,,,,,all,regression,Age of subject at time of measurement in years,6.852311248808247e-29,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.19556430663605698,long_all_but_torso,activity_romberg_closed,,,,,all,regression,Age of subject at time of measurement in years,5.037868766247956e-29,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.18527169411618888,long_all_but_head,activity_romberg_closed,,,,,male,regression,Age of subject at time of measurement in years,3.0323018990862324e-13,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.16596552143431595,long_all_but_torso,activity_romberg_closed,,,,,female,regression,Age of subject at time of measurement in years,1.1814324905534265e-10,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.1573483875070704,long_all_but_legs,activity_romberg_closed,,,,,female,regression,Age of subject at time of measurement in years,6.16185044100372e-11,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.14279621724834834,long_all_but_legs,activity_romberg_closed,,,,,all,regression,Age of subject at time of measurement in years,1.836244274648176e-16,,10,3504,
age_gender_bmi_VAT,age,pearson_r,0.12019100788983447,long_all_but_legs,activity_romberg_closed,,,,,male,regression,Age of subject at time of measurement in years,2.82228386138096e-06,,10,3504,
age_gender_bmi_VAT,gender,auc,0.9840914239482199,long_seq,activity_self_selected_gait_speed,,,,,all,categorical,"Gender of subject (1=male, 2=female)",,,10,3373,1648.0
age_gender_bmi_VAT,gender,auc,0.9827560503728717,long_masked_arms,activity_self_selected_gait_speed,,,,,all,categorical,"Gender of subject (1=male, 2=female)",,,10,3373,1648.0
age_gender_bmi_VAT,gender,auc,0.9810314478682989,long_masked_head,activity_self_selected_gait_speed,,,,,all,categorical,"Gender of subject (1=male, 2=female)",,,10,3373,1648.0
age_gender_bmi_VAT,gender,auc,0.9803014633459968,long_masked_torso,activity_self_selected_gait_speed,,,,,all,categorical,"Gender of subject (1=male, 2=female)",,,10,3373,1648.0
age_gender_bmi_VAT,gender,auc,0.9761402490502322,long_masked_legs,activity_self_selected_gait_speed,,,,,all,categorical,"Gender of subject (1=male, 2=female)",,,10,3373,1648.0
age_gender_bmi_VAT,gender,auc,0.9653242577740256,long_all_but_arms,activity_self_selected_gait_speed,,,,,all,categorical,"Gender of subject (1=male, 2=female)",,,10,3373,1648.0
age_gender_bmi_VAT,gender,auc,0.9614178274940202,long_all_but_legs,activity_self_selected_gait_speed,,,,,all,categorical,"Gender of subject (1=male, 2=female)",,,10,3373,1648.0
age_gender_bmi_VAT,gender,auc,0.943599831152385,long_all_but_torso,activity_self_selected_gait_speed,,,,,all,categorical,"Gender of subject (1=male, 2=female)",,,10,3373,1648.0
age_gender_bmi_VAT,gender,auc,0.916791156606163,long_all_but_head,activity_self_selected_gait_speed,,,,,all,categorical,"Gender of subject (1=male, 2=female)",,,10,3373,1648.0
age_gender_bmi_VAT,bmi,pearson_r,0.8659505342353209,long_seq,activity_self_selected_gait_speed,,,,,female,regression,Body Mass Index (weight/height^2),0.0,,10,3360,
age_gender_bmi_VAT,bmi,pearson_r,0.8658060453413128,long_masked_torso,activity_self_selected_gait_speed,,,,,female,regression,Body Mass Index (weight/height^2),0.0,,10,3360,
age_gender_bmi_VAT,bmi,pearson_r,0.8627624123384849,long_masked_head,activity_self_selected_gait_speed,,,,,female,regression,Body Mass Index (weight/height^2),0.0,,10,3360,
age_gender_bmi_VAT,bmi,pearson_r,0.853121705311449,long_seq,activity_self_selected_gait_speed,,,,,all,regression,Body Mass Index (weight/height^2),0.0,,10,3360,
age_gender_bmi_VAT,bmi,pearson_r,0.8516959922399063,long_masked_torso,activity_self_selected_gait_speed,,,,,all,regression,Body Mass Index (weight/height^2),0.0,,10,3360,
age_gender_bmi_VAT,bmi,pearson_r,0.8496237642879747,long_masked_head,activity_self_selected_gait_speed,,,,,all,regression,Body Mass Index (weight/height^2),0.0,,10,3360,
age_gender_bmi_VAT,bmi,pearson_r,0.8374744821344846,long_masked_legs,activity_self_selected_gait_speed,,,,,female,regression,Body Mass Index (weight/height^2),0.0,,10,3360,
age_gender_bmi_VAT,bmi,pearson_r,0.8356809734465849,long_all_but_arms,activity_self_selected_gait_speed,,,,,female,regression,Body Mass Index (weight/height^2),0.0,,10,3360,
age_gender_bmi_VAT,bmi,pearson_r,0.8305880853556052,long_seq,activity_self_selected_gait_speed,,,,,male,regression,Body Mass Index (weight/height^2),0.0,,10,3360,
age_gender_bmi_VAT,bmi,pearson_r,0.829574977845364,long_masked_legs,activity_self_selected_gait_speed,,,,,all,regression,Body Mass Index (weight/height^2),0.0,,10,3360,
age_gender_bmi_VAT,bmi,pearson_r,0.8258945435654098,long_masked_torso,activity_self_selected_gait_speed,,,,,male,regression,Body Mass Index (weight/height^2),0.0,,10,3360,
age_gender_bmi_VAT,bmi,pearson_r,0.8258933693231947,long_masked_head,activity_self_selected_gait_speed,,,,,male,regression,Body Mass Index (weight/height^2),0.0,,10,3360,
age_gender_bmi_VAT,bmi,pearson_r,0.8216193963164928,long_all_but_arms,activity_self_selected_gait_speed,,,,,all,regression,Body Mass Index (weight/height^2),0.0,,10,3360,
age_gender_bmi_VAT,bmi,pearson_r,0.8128656532200292,long_masked_legs,activity_self_selected_gait_speed,,,,,male,regression,Body Mass Index (weight/height^2),0.0,,10,3360,
age_gender_bmi_VAT,bmi,pearson_r,0.7987496875251151,long_masked_arms,activity_self_selected_gait_speed,,,,,female,regression,Body Mass Index (weight/height^2),0.0,,10,3360,
age_gender_bmi_VAT,bmi,pearson_r,0.7934924885898821,long_all_but_arms,activity_self_selected_gait_speed,,,,,male,regression,Body Mass Index (weight/height^2),0.0,,10,3360,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.7813159144432169,long_masked_head,activity_self_selected_gait_speed,,,,,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",1.2243512426790015e-290,,10,2856,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.7803489285668139,long_seq,activity_self_selected_gait_speed,,,,,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",1.0960866908828472e-288,,10,2856,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.7791392553806952,long_masked_head,activity_self_selected_gait_speed,,,,,all,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,,10,2856,
age_gender_bmi_VAT,bmi,pearson_r,0.7790917717219505,long_masked_arms,activity_self_selected_gait_speed,,,,,all,regression,Body Mass Index (weight/height^2),0.0,,10,3360,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.7776265633908649,long_seq,activity_self_selected_gait_speed,,,,,all,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,,10,2856,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.7641533380166081,long_masked_torso,activity_self_selected_gait_speed,,,,,all,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,,10,2856,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.763386394186109,long_masked_torso,activity_self_selected_gait_speed,,,,,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",4.678955966745996e-270,,10,2856,
age_gender_bmi_VAT,bmi,pearson_r,0.7628890539921629,long_all_but_legs,activity_self_selected_gait_speed,,,,,female,regression,Body Mass Index (weight/height^2),1.5e-323,,10,3360,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.7601983977216407,long_masked_legs,activity_self_selected_gait_speed,,,,,all,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,,10,2856,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.7596360252489399,long_masked_arms,activity_self_selected_gait_speed,,,,,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",3.169795613178922e-267,,10,2856,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.7588638304837773,long_masked_legs,activity_self_selected_gait_speed,,,,,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",3.2268273423717607e-265,,10,2856,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.7543553152332313,long_masked_arms,activity_self_selected_gait_speed,,,,,all,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,,10,2856,
age_gender_bmi_VAT,bmi,pearson_r,0.7425249118860152,long_masked_arms,activity_self_selected_gait_speed,,,,,male,regression,Body Mass Index (weight/height^2),4.348248363351495e-285,,10,3360,
age_gender_bmi_VAT,bmi,pearson_r,0.7271994646531875,long_all_but_legs,activity_self_selected_gait_speed,,,,,all,regression,Body Mass Index (weight/height^2),0.0,,10,3360,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.725321636233635,long_masked_head,activity_self_selected_gait_speed,,,,,female,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",3.016519099703993e-229,,10,2856,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.7241864035535688,long_seq,activity_self_selected_gait_speed,,,,,female,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",1.3882516446173757e-228,,10,2856,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.7236398702544233,long_masked_torso,activity_self_selected_gait_speed,,,,,female,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",2.6875270787078068e-225,,10,2856,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.7119484951227834,long_all_but_torso,activity_self_selected_gait_speed,,,,,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",2.2997247410021343e-220,,10,2856,
age_gender_bmi_VAT,total_scan_vat_area,pearson_r,0.7038640164106037,long_masked_legs,activity_self_selected_gait_speed,,,,,female,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",3.880885465791053e-211,,10,2856,
