system,label,score_type,score,model,sub_model,delta,is_better,baseline_model,baseline_score,gender,label_type,description,score_pvalue,wilcox_pvalue,n_seeds,n_subjects,n_positive
ASBV_Prediction,age,pearson_r,0.5640670511692571,long_seq,activity_stationary_walk,,,,,female,regression,Age of subject at time of measurement in years,2.5951628173828798e-145,,15,3395,
ASBV_Prediction,gender,auc,0.994241406778892,long_seq,activity_tm_3kmh,,,,,all,categorical,"Gender of subject (1=male, 2=female)",,,15,3189,1567.0
ASBV_Prediction,bmi,pearson_r,0.8733448698139299,long_seq,activity_tm_3kmh,,,,,female,regression,Body Mass Index (weight/height^2),0.0,,15,3188,
ASBV_Prediction,bmi,pearson_r,0.8617474745065732,long_seq,activity_tm_3kmh,,,,,all,regression,Body Mass Index (weight/height^2),0.0,,15,3188,
ASBV_Prediction,bmi,pearson_r,0.8404210660076442,long_seq,activity_tm_3kmh,,,,,male,regression,Body Mass Index (weight/height^2),0.0,,15,3188,
ASBV_Prediction,total_scan_vat_area,pearson_r,0.7757640845092368,long_seq,activity_tm_3kmh,,,,,all,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,,15,3101,
ASBV_Prediction,total_scan_vat_area,pearson_r,0.770318020432578,long_seq,activity_tm_3kmh,,,,,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",4.390391784730102e-300,,15,3101,
ASBV_Prediction,total_scan_vat_area,pearson_r,0.7235376457524068,long_seq,activity_tm_3kmh,,,,,female,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",6.01809585591737e-250,,15,3101,
ASBV_Prediction,age,pearson_r,0.6437201569353262,long_seq,activity_tm_3kmh,,,,,male,regression,Age of subject at time of measurement in years,1.641626879023954e-179,,15,3189,
ASBV_Prediction,age,pearson_r,0.6237645263925683,long_seq,activity_tm_3kmh,,,,,all,regression,Age of subject at time of measurement in years,0.0,,15,3189,
ASBV_Prediction,age,pearson_r,0.6050122892164224,long_seq,activity_tm_3kmh,,,,,female,regression,Age of subject at time of measurement in years,2.168683928811841e-160,,15,3189,
ASBV_Prediction,gender,auc,0.9973340369990958,long_seq,ensemble,,,,,all,categorical,"Gender of subject (1=male, 2=female)",,,15,3405,1646.0
ASBV_Prediction,bmi,pearson_r,0.9099723795158211,long_seq,ensemble,,,,,female,regression,Body Mass Index (weight/height^2),0.0,,15,3404,
ASBV_Prediction,bmi,pearson_r,0.9065302782405501,long_seq,ensemble,,,,,all,regression,Body Mass Index (weight/height^2),0.0,,15,3404,
ASBV_Prediction,bmi,pearson_r,0.897741451776352,long_seq,ensemble,,,,,male,regression,Body Mass Index (weight/height^2),0.0,,15,3404,
ASBV_Prediction,total_scan_vat_area,pearson_r,0.8185064234533808,long_seq,ensemble,,,,,all,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,,15,3305,
ASBV_Prediction,total_scan_vat_area,pearson_r,0.8141004752227678,long_seq,ensemble,,,,,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,,15,3305,
ASBV_Prediction,total_scan_vat_area,pearson_r,0.7973690009969935,long_seq,ensemble,,,,,female,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,,15,3305,
ASBV_Prediction,age,pearson_r,0.7020236222210311,long_seq,ensemble,,,,,male,regression,Age of subject at time of measurement in years,1.0797395447949298e-240,,15,3405,
ASBV_Prediction,age,pearson_r,0.6890429151476717,long_seq,ensemble,,,,,all,regression,Age of subject at time of measurement in years,0.0,,15,3405,
ASBV_Prediction,age,pearson_r,0.6762682124491318,long_seq,ensemble,,,,,female,regression,Age of subject at time of measurement in years,1.4516964185832676e-230,,15,3405,
ASBV_Prediction,gender,auc,0.9905259196038987,long_seq,long_seq_main,,,,,all,categorical,"Gender of subject (1=male, 2=female)",,,15,3328,8080.0
ASBV_Prediction,bmi,pearson_r,0.8547836301751234,long_seq,long_seq_main,,,,,female,regression,Body Mass Index (weight/height^2),0.0,,15,3327,
ASBV_Prediction,bmi,pearson_r,0.8474572980965921,long_seq,long_seq_main,,,,,all,regression,Body Mass Index (weight/height^2),0.0,,15,3327,
ASBV_Prediction,bmi,pearson_r,0.8301682843864893,long_seq,long_seq_main,,,,,male,regression,Body Mass Index (weight/height^2),0.0,,15,3327,
ASBV_Prediction,total_scan_vat_area,pearson_r,0.7608684359707936,long_seq,long_seq_main,,,,,all,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,,15,3228,
ASBV_Prediction,total_scan_vat_area,pearson_r,0.7492571505400953,long_seq,long_seq_main,,,,,male,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,,15,3228,
ASBV_Prediction,total_scan_vat_area,pearson_r,0.7276371833346525,long_seq,long_seq_main,,,,,female,regression,"Visceral adipose tissue (VAT) area measured from DXA scan in square centimeters, representing the cross-sectional area of internal abdominal fat",0.0,,15,3228,
ASBV_Prediction,age,pearson_r,0.5591766463106691,long_seq,long_seq_main,,,,,male,regression,Age of subject at time of measurement in years,0.0,,15,3328,
ASBV_Prediction,age,pearson_r,0.5456532527045912,long_seq,long_seq_main,,,,,all,regression,Age of subject at time of measurement in years,0.0,,15,3328,
ASBV_Prediction,age,pearson_r,0.5313171354832271,long_seq,long_seq_main,,,,,female,regression,Age of subject at time of measurement in years,0.0,,15,3328,
